ext_id,lat,lon,type,name,city
93523065,59.930135,10.508135,dungeon,DNT tur skilt Kolsås/Sætertjern,Oslo
93526233,59.910595,10.535695,dungeon,DnT veikryss,Oslo
90372774,59.911942,10.732742,npc,Dog Fountain,Oslo
92432075,59.918722,10.725022,npc,Doll on Wall,Oslo
92559350,59.926118,10.715018,npc,Dominikanerne,Oslo
90343237,59.922030,10.70313,npc,Dona Nobis Pacem,Oslo
91216102,59.902922,10.504922,dungeon,Dønskitoppen fotballbane,Oslo
91216096,59.903426,10.503126,dungeon,Dønskitoppen lekeplass,Oslo
90353784,59.963893,10.731893,dungeon,Dr. Philos,Oslo
90354139,59.920360,10.75296,dungeon,Dragon in the Womb,Oslo
92300195,59.890006,10.600006,npc,Drikkefontene,Oslo
90391208,59.931332,10.603632,dungeon,Dronning Maud,Oslo
90843306,59.912507,10.748107,npc,Dronningen Kebab,Oslo
92432089,59.917936,10.725136,npc,Dronningen på tur,Oslo
92559698,59.918876,10.720176,npc,Dronningen På Veggen,Oslo
92432108,59.917312,10.726612,npc,Dronningparken Sør,Oslo
91199519,59.923987,10.861987,npc,Droplet,Oslo
93714884,59.922652,10.680752,dungeon,Drunk Birds In Love,Oslo
93318711,59.924127,10.998127,npc,Dumpa,Oslo
90366201,59.927936,10.807536,dungeon,Dusty Spaceship,Oslo
92432070,59.921296,10.724996,npc,Dutch Embassy,Oslo
90353799,59.910747,10.732247,dungeon,Dykker,Oslo
90408076,59.894798,10.688398,dungeon,Dyna Fyr,Oslo
93418696,59.912802,10.701202,npc,Dynamikk,Oslo
90353991,59.912433,10.745633,dungeon,Dyrefontene,Oslo
93417849,59.918094,10.739894,npc,Edderkopppen,Oslo
92334087,59.937630,10.77933,npc,Edvard Griegs Allé lekeplass,Oslo
90714891,59.921154,10.759454,npc,Edvard Munch's Home,Oslo
92244177,59.929230,10.66983,dungeon,Edvard Munchs Hjem (1916-1944),Oslo
90354247,59.921005,10.763605,special,Egg,Oslo
91032360,59.928514,10.487914,dungeon,EGGET,Oslo
90970601,59.924008,10.600008,special,Egne Hjem 1935,Oslo
90227583,59.916403,10.700203,npc,Egypts ambassade i Norge,Oslo
90464444,59.946060,10.61726,dungeon,Eiksmarka Tennisklubb,Oslo
90625923,59.946411,10.618911,dungeon,Eiksmsarka Bibliotek,Oslo
90354449,59.920869,10.775969,dungeon,Einar Gerhardsens Hjem,Oslo
92384639,59.936593,10.489593,dungeon,Einåsen skianlegg infoskilt,Oslo
93394480,59.875176,10.789176,dungeon,Ekeberg Dyreklinikk,Oslo
90337357,59.899393,10.761193,special,Ekebergrestauranten Lillebjørn,Oslo
90398734,59.929278,10.670278,dungeon,Ekely Munch's Studio,Oslo
92130063,59.884166,10.499166,npc,Ekkoveien lekeplass,Oslo
92432065,59.920138,10.727938,npc,Electric Node Cabinet,Oslo
90366397,59.927078,10.652078,npc,Elektra,Oslo
90854664,59.905803,10.779103,dungeon,Elektrogården,Oslo
92768422,59.890031,10.526031,dungeon,Elementene,Oslo
90525796,59.933698,10.756998,npc,Elephant,Oslo
90366310,59.911966,10.629166,npc,Elephant Statue,Oslo
93548875,59.913088,10.980088,npc,Elg - Losbylinja,Oslo
90337656,59.892426,10.872926,dungeon,ELG info,Oslo
92561413,59.918214,10.707814,npc,Elisenberg Postkontor,Oslo
91387402,59.936831,10.915831,dungeon,Ellingsrud Kirke,Oslo
91353575,59.931026,10.922026,npc,Ellingsrud Ridesenter,Oslo
91197300,59.945894,10.898294,special,Elvebanken På Verdensplassen,Oslo
93417443,59.947265,10.692565,dungeon,Emanuel Vigelands Mausoleum,Oslo
91182313,59.893992,10.492992,dungeon,Emma Lippestad Hjort,Oslo
93286056,59.908234,10.784234,npc,Engaland lekeplass,Oslo
90354617,59.929407,10.782107,dungeon,Enka På Sinsen,Oslo
91147343,59.906052,10.541052,dungeon,Epilepsisenteret SSE natursti,Oslo
91310329,59.915498,10.595598,npc,Eplehagen Gartnerbolig,Oslo
92801051,59.895125,10.629525,npc,Equinor Office,Oslo
90353806,59.963878,10.732878,dungeon,Erling Fjellbirkeland,Oslo
90353831,59.934124,10.735624,dungeon,Eros og psyke,Oslo
90694303,59.908407,10.793007,npc,Etterstad Kolonihage,Oslo
90354844,59.909944,10.799544,dungeon,Etterstadsletta Park,Oslo
91478538,59.907988,10.797588,dungeon,Etterstadsletta Vest Lekepark,Oslo
91624382,59.900013,10.630013,dungeon,Evry,Oslo
92467720,59.919491,10.630591,npc,Fåbro Hage,Oslo
93319251,59.921574,10.624374,dungeon,Falt for fedrelandet - Minnestein,Oslo
90287928,59.862096,10.792096,dungeon,Fam. Plavnik Og Fam. Steinmann (Snubble-steiner),Oslo
90962559,59.924918,10.745318,npc,Family Lewenstein,Oslo
91829388,59.917973,10.647373,npc,Faun,Oslo
93483507,59.908081,10.755581,npc,Fellesskap by Nico Widerberg,Oslo
92557364,59.918082,10.696482,npc,Ferdighus,Oslo
90410047,59.934434,10.769234,npc,Fernanda Nissen Statue,Oslo
92300239,59.896984,10.614984,npc,Festplassen,Oslo
90165877,59.956052,11.042052,npc,Filadelfiakirken Lillestrøm,Oslo
92412785,59.918865,10.611865,npc,Filmparken på Jar,Oslo
90961057,59.910133,10.722133,npc,Fineart Noreg.Norway,Oslo
90788038,59.926982,10.736882,npc,Firkanta Fluesopp,Oslo
93230937,59.925112,10.978112,npc,Fisk og kreps i losbyelva,Oslo
90354640,59.842969,10.783969,special,Fisketrapp,Oslo
93431838,59.872013,10.976013,dungeon,Fisklaushytta,Oslo
93609881,59.932919,10.968919,special,Fjellsvingen Playground,Oslo
93376242,59.921906,11.071906,dungeon,Fjerdingby Bussterminal,Oslo
93325472,59.975891,10.962891,npc,Flaggermushuset På Lahaugmoen,Oslo
90354224,59.927263,10.761163,dungeon,Flower Power,Oslo
90398997,59.923826,10.566826,dungeon,Flowerboys,Oslo
90399058,59.924590,10.57459,dungeon,Fløytespilleren,Oslo
93526188,59.901571,10.624371,npc,Flytårnet kultursenter,Oslo
90865998,59.908570,10.76827,npc,Fo,Oslo
90332594,59.924127,10.492127,npc,Fole i galopp,Oslo
90366373,59.884117,10.818117,dungeon,Folkets Hus Abildsø,Oslo
91147233,59.937445,10.754045,npc,Fontene,Oslo
92549196,59.928642,10.695242,special,Fontene sør - Bak Frognerparken,Oslo
91723418,59.926951,10.701251,special,Fontenen av Gustav Vigeland,Oslo
92224239,59.893669,10.621169,npc,Fornebu Post i Butikk,Oslo
90354374,59.946031,10.773031,dungeon,Forskningsbragd,Oslo
91513436,59.915587,10.693187,dungeon,Fortuna - Frognerstranda,Oslo
93522533,59.957147,10.606647,dungeon,Fossum Terrasse lekeplass,Oslo
93522530,59.959922,10.610922,dungeon,Fossum Treningspark,Oslo
90399158,59.958971,10.613971,dungeon,Fossumtunet,Oslo
91058609,59.935943,10.612943,npc,Fotballbane,Oslo
92308535,59.895184,10.613184,npc,Fotballbane i Nansenparken,Oslo
92334099,59.936882,10.776282,npc,Fotballbane på Haarklous plass,Oslo
91677569,59.898275,10.632875,special,Fountain Oasis,Oslo
90372800,59.911002,10.734202,npc,Fountain Sculptures,Oslo
90352813,59.903165,10.698965,dungeon,Fram Museum,Oslo
91775533,59.903422,10.788022,dungeon,Francisturbin,Oslo
90353477,59.906361,10.721061,dungeon,"Franz West ""Spalt"" 2003",Oslo
90353609,59.939945,10.722945,dungeon,Frederikkeplassen Fontene,Oslo
90354714,59.911427,10.788427,dungeon,Free Walls Graffiti,Oslo
90295335,59.925837,10.764937,dungeon,Freia sjokoladefabrikk,Oslo
90844575,59.912688,10.742188,npc,Freiaklokken,Oslo
91279283,59.911201,10.616801,npc,Frem Klubbhus,Oslo
92426758,59.905377,10.634777,npc,Fridtjof Nansens gravminne,Oslo
91322202,59.931551,10.809951,dungeon,Frigjøring,Oslo
90354565,59.922606,10.779106,special,Friområde for hunder,Oslo
92391077,59.917772,10.688372,dungeon,Frognerkilen skatepark,Oslo
90362867,59.978099,10.678099,dungeon,Frognerseteren,Oslo
91176733,59.921661,10.692761,dungeon,Frognervassdraget,Oslo
91106369,59.931462,10.742262,dungeon,Frølichbyen,Oslo
90866037,59.910229,10.762329,npc,Frosk Med Sten,Oslo
92432076,59.919465,10.726465,npc,Froskmannen,Oslo
91174848,59.915552,10.587752,npc,Frøytunveien Lekeplass,Oslo
92565985,59.928320,10.78842,npc,Frydenberg lekeplass,Oslo
92707980,59.968075,10.780075,dungeon,Frysja volleyarena,Oslo
90341976,59.927078,10.865078,dungeon,Fugl på vegg,Oslo
90410747,59.935497,10.652897,dungeon,Fuglehund,Oslo
91215729,59.925698,10.536198,dungeon,Fugleliv,Oslo
90368308,59.860912,10.853912,dungeon,Fuglene,Oslo
93406225,59.937955,10.649255,dungeon,Fugleskremsel,Oslo
90398549,59.943050,10.89045,special,Furuset Climbing Innstallation,Oslo
90398102,59.933104,10.868104,special,Furuset Idrettspark,Oslo
90398570,59.939953,10.898953,dungeon,Furuset Mosque,Oslo
91253521,59.932982,10.869982,dungeon,Furuset Tennis IF,Oslo
92559307,59.922687,10.728187,npc,Gående,Oslo
90354529,59.913454,10.776654,dungeon,Gående Gås,Oslo
93705164,59.968151,10.942151,dungeon,Gafpahuken Gubbero,Oslo
91891905,59.907486,10.779186,special,Galgeberg Park,Oslo
90841595,59.911567,10.781667,npc,Galleri Bastian,Oslo
90352715,59.921121,10.690121,dungeon,Galleri Dobag,Oslo
90352277,59.902007,10.571007,dungeon,Galleri G,Oslo
90425717,59.933309,10.671309,npc,Game is here,Oslo
92651722,59.911707,10.617807,npc,Gamle Myra holdeplass,Oslo
92643605,59.962112,11.009112,dungeon,Gamle Stav distriktsfengsel,Oslo
93834434,59.919822,10.759122,npc,Gamledager (1991-2021),Oslo
91287785,59.837917,10.784917,dungeon,Gamlelinja Borettslag,Oslo
90354700,59.840075,10.787075,special,Gamlelinje - Stone Table,Oslo
90162713,59.866164,10.490164,dungeon,Gammelt Avstandsmerke,Oslo
91255231,59.914707,10.589207,npc,Gammelt Avstandsmerke 83,Oslo
91235470,59.914989,10.589989,npc,Gammelt Avstandsmerke K,Oslo
93674971,59.933760,10.67506,dungeon,Gangbro over Makrellbekken,Oslo
93522483,59.875187,10.606987,dungeon,Gangsti Fürst Brygge-Strömstangveien,Oslo
91016934,59.945834,10.844834,npc,Gangsti/undergang,Oslo
93526269,59.875940,10.88094,dungeon,Gapahuk på Bremsrud,Oslo
93724110,59.929834,10.796534,dungeon,Gartnerkvartalet lekeplass,Oslo
93437665,59.952969,10.905969,npc,Garver Ytterborgs vei turskilt,Oslo
93433684,59.925953,10.964953,dungeon,Gaupe - Skårer natursti,Oslo
93350721,59.950423,10.722923,npc,Gaustad Ballbinge,Oslo
90353031,59.946012,10.710212,dungeon,Gaustad Metro Station,Oslo
91881022,59.945349,10.710049,dungeon,Geological Sign,Oslo
90265510,59.918292,10.729092,npc,Geometriske Reven,Oslo
91250596,59.930024,10.790924,npc,Gildevangen lekeplass,Oslo
91198328,59.908029,10.530029,dungeon,Gjettum Station,Oslo
90174604,59.914839,10.575839,npc,Gjønnes Idrettshall,Oslo
91756938,59.915945,10.580845,npc,Gjønneshagen red dots lekeplass,Oslo
91109374,59.916226,10.582626,npc,Gjønneshagen Store Lekeplass,Oslo
91756942,59.915913,10.579913,npc,Gjønneshagen vestre lekeplass,Oslo
91218227,59.919148,10.580148,npc,Gjønnesparken,Oslo
90962464,59.916630,10.77403,npc,Glasskunstvegg,Oslo
91855742,59.913758,10.732358,npc,Gledesprederen,Oslo
90410786,59.944003,10.804003,dungeon,Goat Statue,Oslo
92234500,59.930712,10.711512,dungeon,Golden Igloo,Oslo
93051802,59.935030,10.79443,dungeon,Gørtz Sameie,Oslo
91671591,59.861122,10.665122,dungeon,Granholtfunnene,Oslo
91197216,59.944104,10.898104,npc,Granstangen Lekeplass,Oslo
91246694,59.942098,10.898698,npc,Granstangen Park,Oslo
90366249,59.911402,10.635402,npc,Granstua,Oslo
90694316,59.907570,10.79287,npc,Grass on the Wall Painted,Oslo
90399024,59.852906,10.454906,dungeon,Gråtass På Asker Museum,Oslo
90411035,59.944161,10.740161,dungeon,Gravfelt,Oslo
93574048,59.954496,10.773796,npc,Grefsen Skole,Oslo
90448177,59.941656,10.780856,npc,Grefsen Stasjon,Oslo
91188171,59.951039,10.676039,npc,Gressbanen,Oslo
92694906,59.886044,10.725044,dungeon,Gressholmen Brygge,Oslo
92694913,59.884083,10.722083,dungeon,Gressholmen Kro,Oslo
92391074,59.914350,10.68285,dungeon,Grev Herman Wedel Jarlsberg,Oslo
90318691,59.937978,10.756978,dungeon,Grevling,Oslo
92353359,59.923894,10.800594,npc,Grillplassen,Oslo
92300192,59.889889,10.604589,npc,Grilltopp,Oslo
92121713,59.942913,10.693713,dungeon,Grimelund gård,Oslo
92559910,59.873956,10.590956,npc,Grimsøya Ridebane,Oslo
90344595,59.911330,10.76743,dungeon,Grønland Kirke,Oslo
92951170,59.913197,10.763597,npc,Grønland Kulturstasjon,Oslo
92551907,59.924078,10.895078,dungeon,Grønlihytta,Oslo
91021811,59.925332,10.780332,npc,Grønn Klokke,Oslo
90463163,59.927013,10.763113,npc,Grüner,Oslo
93834372,59.923446,10.757946,npc,Grünerhaven,Oslo
90463199,59.927291,10.765191,npc,Grünerløkkas Hus,Oslo
