ext_id,coordinates,tags
node/212549741,42.6679549 23.3923357,bench:yes;bin:yes;bus:yes;highway:bus_stop;int_name:bl. 108 zh.k. Druzhba-1;name:бл. 108 ж.к. Дружба-1;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0128;shelter:yes
node/212550496,42.66754 23.3919284,bench:yes;bin:yes;bus:yes;highway:bus_stop;int_name:bl. 108 zh.k. Druzhba-1;lit:yes;name:бл. 108 ж.к. Дружба-1;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0129;shelter:yes
node/212550977,42.6655946 23.3913698,bus:yes;highway:bus_stop;int_name:bl. 3 zh.k. Druzhba-1;name:бл. 3 ж.к. Дружба-1;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0182;shelter:yes
node/212551035,42.6650227 23.3907537,bench:yes;bin:yes;bus:yes;highway:bus_stop;int_name:bl. 3 zh.k. Druzhba-1;lit:yes;name:бл. 3 ж.к. Дружба-1;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0184;shelter:yes
node/212551289,42.6629361 23.3915014,highway:bus_stop;int_name:bul. Hristofor Kolumb;name:бул. Христофор Колумб;name:en:Christopher Columbus Blvd.;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0578;trolleybus:yes
node/212552023,42.6609593 23.3914214,bus:yes;highway:bus_stop;int_name:bul. Hristofor Kolumb;name:бул. Христофор Колумб;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0373;trolleybus:yes
node/212552405,42.660466 23.392128,bus:yes;highway:bus_stop;int_name:bul. Hristofor Kolumb;name:бул. Христофор Колумб;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0372;trolleybus:yes
node/212552761,42.6608378 23.3940599,bench:yes;bus:yes;highway:bus_stop;int_name:Metrostantsiya Druzhba;name:Метростанция Дружба;name:en:Druzhba Metro Station;network:Градски транспорт София;network:wikidata:Q124360139;old_name:бл. 59 ж.к. Дружба 2;public_transport:platform;ref:0236;shelter:yes;trolleybus:yes
node/212553014,42.6592881 23.3954899,bus:yes;highway:bus_stop;int_name:Metrostantsiya Druzhba;name:Метростанция Дружба;name:en:Druzhba Metro Station;network:Градски транспорт София;network:wikidata:Q124360139;old_name:бл. 59 ж.к. Дружба 2;public_transport:platform;ref:0235;trolleybus:yes
node/212950297,42.6966717 23.3353276,architect:Václav Kolář;architect:wikidata:Q12272192;height:13;historic:memorial;int_name:Vasil Levski;material:granite;memorial:obelisk;name:Паметник на Васил Левски;name:de:Wassil Lewski;name:en:Vasil Levski Monument;start_date:j:1895-10-22;tourism:attraction;wheelchair:limited;wikidata:Q1703313;wikipedia:bg:Паметник на Васил Левски (София)
node/243769739,42.7116784 23.2890115,name:гара Захарна фабрика;name:en:Zaharna Fabrika train station;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:0622;tram:yes
node/248624357,42.0554304 24.8264273,amenity:fuel;brand:Лукойл;brand:bg:Лукойл;brand:en:Lukoil;brand:wikidata:Q329347;fuel:HGV_diesel:yes;fuel:ecto_diesel:yes;fuel:lpg:yes;fuel:octane_100:yes;fuel:octane_95:yes;name:Лукойл;name:bg:Лукойл;name:en:Lukoil;name:int:Lukoil;opening_hours:24/7;phone:+359 800 20 220;ref:401;website:https://lukoil.bg
node/248851592,42.7194219 23.3094802,name:кв. Триъгълника;name:en:Triagalnika district;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:1775;shelter:yes;tram:yes
node/248855089,42.7125012 23.3163814,bus:yes;highway:bus_stop;int_name:ul. Opalchenska;name:ул. Опълченска;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2079
node/248878640,42.7136831 23.3144066,name:Пета градска болница;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:1255;tram:yes
node/248931168,42.7421566 23.2776474,name:Метростанция Обеля;name:en:Obelya metro station;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:0060;tram:yes;wheelchair:limited
node/249535740,42.7111713 23.2692519,int_name:Metrostancia Zapaden Park;name:Метростанция Западен парк;name:en:Zapaden park Metrostation;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:1049;tram:yes;wheelchair:no
node/249535741,42.7130235 23.2658833,int_name:bul. Lui Pastyor;name:бул. Луи Пастьор;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:0335;tram:yes
node/249535747,42.7155068 23.2613717,int_name:bul. Dzhavaharlal Neru;name:бул. Джавахарлал Неру;name:en:bul. Dzhavaharlal Neru;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:0319;tram:yes
node/249606356,42.7133374 23.2380458,int_name:zh.k. Lyulin 5;name:ж.к. Люлин 5;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:0656;tram:yes
node/249606534,42.7163777 23.2515885,name:Община Люлин;name:en:Obshtina Liulin;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:1718;shelter:yes;tram:yes;wheelchair:no
node/249729519,42.6810399 23.3077887,name:Професионална гимназия по дизайн Елисавета Вазова;name:bg:Професионална гимназия по дизайн Елисавета Вазова;name:en:Profesionalna gimnazia po dizain Elisaveta Vazova;network:Градски транспорт София;network:wikidata:Q124360139;old_name:ПГ Текстил и моден дизайн;public_transport:stop_position;railway:tram_stop;ref:1738;tram:yes
node/252358756,42.7130836 23.248336,name:Магазин Витоша;name:en:Magazin Vitosha;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:1711;shelter:yes;tram:yes
node/252358777,42.7101719 23.2454673,name:бул. Петър Дертлиев;name:en:bul. Petar Dertliev;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:0321;tram:yes
node/254476709,42.7035766 23.3108261,amenity:fuel;brand:ОМВ;brand:wikidata:Q168238;check_date:2023-09-03;fuel:diesel:yes;fuel:electricity:no;fuel:lpg:no;fuel:octane_95:yes;fuel:octane_98:yes;int_name:OMV;name:ОМВ;name:en:OMV;opening_hours:24/7;operator:ОМВ България ООД;phone:+359 2 93298063;wheelchair:yes
node/254476717,42.735831 23.2464853,addr:city:София;amenity:fuel;brand:Петрол;brand:en:Petrol;brand:wikidata:Q24315;fuel:diesel:yes;fuel:lpg:yes;fuel:octane_95:yes;name:Петрол;name:bg:Петрол;name:en:Petrol;operator:Петрол АД
node/254476719,42.6851859 23.4000573,amenity:fuel;brand:Лукойл;brand:bg:Лукойл;brand:en:Lukoil;brand:wikidata:Q329347;int_name:Lukoil;name:Лукойл;name:bg:Лукойл;name:en:Lukoil;operator:Лукойл България ЕООД;website:https://www.lukoil.bg/
node/254476720,42.7091675 23.2669356,amenity:fuel;name:Бензиностанция Варко Булвария
node/254476721,42.6505152 23.2898567,amenity:fuel;brand:Shell;brand:wikidata:Q110716465;check_date:2022-12-05;compressed_air:yes;fuel:diesel:yes;fuel:lpg:yes;fuel:octane_100:yes;fuel:octane_95:yes;name:Shell;name:bg:Шел;opening_hours:24/7;operator:Shell България ЕАД;payment:mastercard:yes;payment:visa:yes;source:survey;website:https://find.shell.com/bg/fuel/10032130-3007-sofia-boyana;wheelchair:yes
node/254476730,42.655008 23.400788,amenity:fuel;fuel:lpg:yes;name:Газостанция Лиема
node/254476732,42.7459561 23.2293205,amenity:fuel;brand:Лукойл;brand:bg:Лукойл;brand:en:Lukoil;brand:wikidata:Q329347;fuel:adblue:yes;fuel:diesel:yes;fuel:octane_100:yes;fuel:octane_95:yes;int_name:Lukoil;name:Лукойл;name:bg:Лукойл;name:en:Lukoil;operator:Лукойл България ЕООД;website:https://www.lukoil.bg/;wikidata:Q12285111;wikimedia_commons:Category:Lukoil Bulgaria;wikipedia:bg:Лукойл-България
node/254476741,42.6986351 23.3459473,addr:city:София;addr:street:Силистра;amenity:fuel;brand:InteSpeed;compressed_air:no;name:InteSpeed;name:en:InteSpeed;opening_hours:24/7;operator:Интерспийд АД
node/254476743,42.7136319 23.2372672,amenity:fuel
node/254476750,42.6600222 23.3479848,amenity:fuel;brand:Shell;brand:wikidata:Q110716465;compressed_air:yes;name:Shell;opening_hours:24/7;operator:Shell България ЕАД;wheelchair:yes
node/254476758,42.7051361 23.3111521,amenity:fuel;brand:Shell;brand:wikidata:Q110716465;fuel:diesel:yes;fuel:lpg:yes;fuel:octane_95:yes;fuel:octane_98:yes;name:Shell;operator:Shell България ЕАД;wheelchair:yes
node/254476759,42.709059 23.368417,amenity:fuel;brand:Shell;brand:wikidata:Q110716465;name:Shell;operator:Shell България ЕАД;toilets:yes
node/254476762,42.6388665 23.3208139,amenity:fuel;brand:Shell;brand:wikidata:Q110716465;check_date:2022-10-23;compressed_air:yes;name:Shell;opening_hours:24/7;operator:Shell България ЕАД
node/254476768,42.7094311 23.398258,amenity:fuel;brand:SNG;brand:wikidata:Q113679324;name:SNG;name:bg:Синергон Петролеум
node/254476797,42.6656436 23.3540695,addr:street:бул. Драган Цанков;amenity:fuel;brand:Петрол;brand:en:Petrol;brand:wikidata:Q24315;compressed_air:yes;name:Петрол;name:bg:Петрол;name:en:Petrol;opening_hours:24/7;operator:Петрол АД
node/254476799,42.643929 23.402955,amenity:fuel;fuel:lpg:yes;name:Газостанция Топливо;operator:Топливо АД
node/254476843,42.709205 23.393618,amenity:fuel;name:Tekom
node/254476850,42.6677654 23.3682069,amenity:fuel;brand:EKO;brand:wikidata:Q111603199;check_date:2024-02-09;compressed_air:yes;fuel:diesel:yes;fuel:lpg:yes;fuel:octane_95:yes;internet_access:wlan;internet_access:fee:customers;name:EKO;name:bg:ЕКО;name:en:EKO;name:ro:Stația de benzină EKO;opening_hours:24/7;operator:ЕКО България ЕАД;payment:cash:yes;payment:credit_cards:yes;payment:debit_cards:yes;wheelchair:yes
node/254476851,42.6619019 23.3796224,addr:street:Петър Протич;amenity:fuel;brand:Shell;brand:wikidata:Q110716465;check_date:2024-01-13;compressed_air:yes;fuel:diesel:yes;fuel:lpg:yes;fuel:octane_100:yes;fuel:octane_95:yes;name:Shell;opening_hours:24/7;operator:Shell България ЕАД;payment:cash:yes;payment:credit_cards:yes;payment:debit_cards:yes;self_service:no;wheelchair:yes
node/254476856,42.6740963 23.3800358,addr:street:бул. Асен Йорданов;amenity:fuel;brand:Круиз;brand:wikidata:Q113433516;name:Круиз;name:bg:Круиз
node/254476857,42.6681759 23.3289986,addr:city:София;addr:housenumber:2A;addr:street:бул. Никола Й. Вапцаров;amenity:fuel;brand:EKO;brand:wikidata:Q111603199;check_date:2024-01-27;compressed_air:yes;fuel:diesel:yes;fuel:lpg:yes;fuel:octane_100:yes;fuel:octane_95:yes;name:EKO;name:bg:ЕКО;name:en:EKO;opening_hours:24/7;operator:ЕКО България ЕАД;self_service:no
node/254476859,42.650871 23.217766,amenity:fuel;brand:Лукойл;brand:bg:Лукойл;brand:en:Lukoil;brand:wikidata:Q329347;int_name:Lukoil;name:Лукойл;name:bg:Лукойл;name:en:Lukoil;operator:Лукойл България ЕООД;website:https://www.lukoil.bg/
node/254476860,42.6924183 23.2954226,addr:city:София;addr:housenumber:80;addr:street:Гюешево;amenity:fuel;brand:Eco Petrol;brand:wikidata:Q114053440;name:ЕкоПетрол;name:bg:Еко Петрол;name:en:EkoPetrol;opening_hours:24/7;operator:Еко Петрол България ООД
node/254476861,42.649077 23.214067,amenity:fuel;int_name:Gazprom;name:Газпром
node/254476862,42.633707 23.3754383,amenity:fuel;compressed_air:no;fuel:lpg:yes
node/254476866,42.6578113 23.3392465,amenity:fuel;brand:Лукойл;brand:bg:Лукойл;brand:en:Lukoil;brand:wikidata:Q329347;compressed_air:yes;int_name:Lukoil;name:Лукойл;name:bg:Лукойл;name:en:Lukoil;opening_hours:24/7;operator:Лукойл България ЕООД;website:https://www.lukoil.bg/
node/254476871,42.7171096 23.2612649,amenity:fuel;name:Interspeed
node/254476873,42.718649 23.2356834,amenity:fuel;brand:Петрол;brand:en:Petrol;brand:wikidata:Q24315;name:Petrol Oil;name:en:Petrol
node/254476879,42.720606 23.333066,amenity:fuel;brand:InteSpeed;name:InteSpeed;operator:Интерспийд АД
node/254476882,42.7088884 23.4281239,amenity:fuel;name:InterSpeed
node/254476883,42.6236097 23.362933,amenity:fuel
node/254476885,42.7142738 23.3279417,amenity:fuel;brand:Shell;brand:wikidata:Q110716465;fuel:adblue:yes;fuel:diesel:yes;fuel:lpg:yes;fuel:octane_100:yes;fuel:octane_95:yes;fuel:octane_98:yes;name:Shell;opening_hours:24/7;operator:Shell България ЕАД;phone:+359 88 589 9662
node/254476888,42.696517 23.2812236,amenity:fuel;brand:Петрол;brand:en:Petrol;brand:wikidata:Q24315;name:Петрол;name:bg:Петрол;name:en:Petrol;operator:Петрол АД;self_service:yes
node/254476890,42.6675058 23.2907696,addr:housenumber:49В;addr:street:бул. България;amenity:fuel;brand:ОМВ;brand:wikidata:Q168238;check_date:2023-04-24;compressed_air:yes;int_name:OMV;internet_access:wlan;internet_access:fee:no;name:ОМВ;name:en:OMV;opening_hours:24/7;operator:ОМВ България ООД;payment:mastercard:yes;payment:visa:yes;phone:+359 2 93298037;source:survey;wheelchair:yes
node/254476892,42.655305 23.4001901,amenity:fuel
node/254476907,42.675907 23.3799568,addr:city:София;addr:street:бул. Проф. Цветан Лазаров;amenity:fuel;brand:Петрол;brand:en:Petrol;brand:wikidata:Q24315;name:Петрол;name:bg:Петрол;name:en:Petrol
node/254476908,42.7031259 23.2975007,amenity:fuel;brand:Петрол;brand:en:Petrol;brand:wikidata:Q24315;name:Петрол;name:bg:Петрол;name:en:Petrol;opening_hours:24/7;operator:Петрол АД;website:https://www.petrol.bg/
node/254476910,42.6955857 23.3128396,"addr:city:София;addr:housenumber:7;addr:postcode:1303;addr:street:Дамян Груев;alt_name:LLS;amenity:fuel;compressed_air:no;name:24h;opening_hours:Mo-Su,PH 00:00-24:00;operator:ЛЛС ойл и газ ООД"
node/254476911,42.7117498 23.3310944,amenity:fuel;brand:ОМВ;brand:wikidata:Q168238;fuel:diesel:yes;fuel:lpg:yes;fuel:octane_95:yes;int_name:OMV;name:ОМВ;name:en:OMV;opening_hours:24/7;operator:ОМВ България ООД;phone:+359 2 93298069;shop:convenience
node/255130800,42.6579464 23.3449567,amenity:university;name:НХА Факултет по промишлени изкуства мода порцелан и стъкло филиал
node/255130833,42.6985445 23.3351514,amenity:university;name:НХА Факултет по промишлени изкуства и промишлен дизайн
node/255130835,42.670697 23.2674811,"addr:city:София;addr:housenumber:1;addr:postcode:1618;addr:street:Гусла;amenity:university;contact:phone:+359 2 401 5812;name:Висше училище по застраховане и финанси;name:en:University of finance, business and entrepreneurship;website:https://vuzf.bg/;wikidata:Q12275347;wikimedia_commons:Category:VUZF;wikipedia:bg:Висше училище по застраховане и финанси"
node/255130851,42.6923495 23.3260637,amenity:university;name:Национална академия за театрално и филмово изкуство Кръстьо Сарафов;name:en:Krastyo Sarafov National Academy for Theatre and Film Arts;name:etymology:wikidata:Q12284217;wheelchair:yes;wikidata:Q4707807;wikipedia:bg:Национална академия за театрално и филмово изкуство
node/255130932,42.6783882 23.3700641,addr:housenumber:69А;addr:postcode:1574;addr:street:бул. Шипченски проход;amenity:university;contact:phone:+359 2 872 0893;name:СУ Факултет по начална и предучилищна педагогика;website:http://www.fnpp.uni-sofia.bg/;wheelchair:no
node/255130944,42.700541 23.339223,amenity:university;created_by:JOSM;name:МУ Факултет по обществено здраве
node/255131029,42.6873609 23.3242192,addr:housenumber:1;addr:street:Гургулят;amenity:university;name:НСА Факултет кинезитерапия;name:ro:NSA Fakultet kineziterapiya
node/255131065,42.6958444 23.3216879,amenity:university;name:СУ Богословски факултет;name:ro:Facultatea de Teologie a Universității din Sofia;wheelchair:yes
node/255131079,42.6465905 23.349119,amenity:university;name:НСА Треньорски факултет
node/255327317,43.8296601 25.9751001,bus:yes;highway:bus_stop;name:Блок №121;public_transport:platform
node/255327426,43.8287337 25.9759846,bench:yes;bus:yes;highway:bus_stop;name:Дом майка и бебе;public_transport:platform;shelter:yes
node/255390206,42.7129841 23.238612,int_name:zh.k. Lyulin 5;name:ж.к. Люлин 5;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:0655;shelter:yes;tram:yes
node/258494913,42.6951637 23.3183451,name:Съдебна палата;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:1721;tram:yes
node/262418116,43.058351 24.2393814,amenity:fuel;brand:Лукойл;brand:bg:Лукойл;brand:en:Lukoil;brand:wikidata:Q329347;fuel:lpg:yes;name:Лукойл;name:bg:Лукойл;name:en:Lukoil
node/262893581,42.5055117 24.7009237,name:Хисар;public_transport:stop_position;railway:stop;train:yes
node/262893594,42.503914 24.7007252,amenity:fuel;brand:Petrol
node/265668520,43.2779995 28.0151088,addr:city:Община Варна;amenity:place_of_worship;denomination:bulgarian_orthodox;email:info@aladjaperformance.com;name:Аладжа манастир;name:en:Aladja Monastery;name:pl:Klasztor Aładża;opening_hours:May-Oct: Tu-Sa 09:00-17:00; Nov-Apr: Tu-Sa 09:00-16:00;phone:+359 52 355 460;religion:christian;tourism:museum;wheelchair:no;wikidata:Q1767605;wikipedia:bg:Аладжа манастир
node/266574860,43.2038398 27.9251178,bus:yes;name:Ел Капан;public_transport:stop_position
node/267051117,42.8272958 24.5525079,internet_access:yes;name:Балкан;name:en:Balkan;stars:3;tourism:hotel
node/267383386,42.7282645 23.289133,bus:yes;highway:bus_stop;int_name:ul. Han Kubrat;name:ул. Хан Кубрат;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2233
node/267631640,42.7146342 23.3109869,name:Надлез Надежда;name:bg:Надлез Надежда;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:1113;tram:yes
node/267691768,42.6855723 23.2744178,name:Балканкар АД;name:en:Balkankar A.D.;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:stop_position;railway:tram_stop;ref:0567;tram:yes
node/267735643,42.3193923 24.130402,amenity:fuel;brand:ОМВ;brand:wikidata:Q168238;name:ОМВ;name:en:OMV;opening_hours:24/7;operator:ОМВ България ООД;payment:dkv:yes;payment:uta:yes;phone:+359 2 93298035
node/267751702,42.7150222 23.2840458,bus:yes;departures_board:realtime;highway:bus_stop;int_name:Zapaden park;name:Западен парк;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1253;shelter:yes;trolleybus:yes;wheelchair:limited
node/268431206,42.1697095 24.3207901,name:Пазарджик;public_transport:stop_position;railway:stop;train:yes
node/268431234,42.1332185 24.5364004,int_name:Stambolijski;name:Стамболийски;railway:station;uic_ref:5216050;wikidata:Q97324770
node/269929779,42.8005909 23.1370134,amenity:fuel;fuel:diesel:yes;fuel:octane_95:yes;name:Petrol Oil
node/269999179,42.7069757 23.4573364,amenity:fuel;brand:Shell;brand:wikidata:Q110716465;name:Shell;operator:Shell България ЕАД
node/271629496,42.2846745 23.1229803,amenity:fuel;brand:OMV;brand:wikidata:Q168238;name:OMV;name:en:OMV;opening_hours:24/7;operator:ОМВ България ООД;phone:+359 2 93298110
node/272865291,42.5044166 24.7025295,amenity:bank;atm:yes;brand:Банка ДСК;brand:bg:Банка ДСК;brand:en:DSK Bank;brand:wikidata:Q5206146;name:Банка ДСК;name:bg:Банка ДСК;name:en:DSK Bank
node/273814248,42.4333687 25.9504986,addr:postcode:8939;addr:street:Балкан;amenity:townhall;check_date:opening_hours:2022-01-25;name:Кметство с. Загорци;opening_hours:Mo-Fr 08:00-17:00;wheelchair:yes
node/273879331,41.3574594 25.9499157,abandoned:place:village;historic:ruins;int_name:Bezhantsi;name:Бежанци;name:en:Bezhantsi;source:bgtopomaps
node/274078063,41.7673317 23.3988444,alt_name:cs:Vihren;ele:2914;image:File:Vihren.JPG;importance:Bulgarian 100;int_name:Vihren;name:Вихрен;name:bg:Вихрен;name:cs:Vichren;name:de:Wichren;name:en:Vihren;name:es:Vihren;name:fr:Vikhren;name:hu:Vihren;name:it:Vihren;natural:peak;prominence:1774;source:bgtopomaps;source:prominence:2914-1140 (Col at 19 road);tourism:viewpoint;wikidata:Q1140684;wikipedia:de:Wichren
node/274090044,42.7696604 24.7443016,ele:738;name:КПП Нешковци;source:BGMountains;tourism:alpine_hut
node/274090049,42.7554467 24.7785472,ele:1495;name:х.Амбарица;source:bgtopomaps;tourism:alpine_hut
node/274090050,42.287404 23.63395,ele:1349;name:х.Шумнатица;source:bgtopomaps;tourism:alpine_hut
node/274090051,42.0759732 23.9254542,description:Хижата може да се използва само за подслон. Всичко е изпочупено;name:х. Кладова;name:en:h. Kladova;source:bgtopomaps;tourism:alpine_hut
node/274090053,42.7698061 25.512668,ele:965;name:х.Армеец;source:bgtopomaps;tourism:alpine_hut
node/274090056,41.6068029 24.3833161,ele:1186;name:х.Триградски скали;source:bgtopomaps;tourism:hotel
node/274090058,42.684336 24.8091097,ele:949;name:х.Хубавец;source:bgtopomaps;tourism:alpine_hut
node/274090061,41.6739631 23.4275357,charge:20 lv.;description:The lodge is open all year round. Price is 20 lv. per person.;ele:1800;fee:yes;name:х. Беговица;name:cs:chata Begovica;name:en:Begovitsa hut;name:hu:Begovica menedékház;old_name:Каменица;phone:+359 88 863 5570;source:bgtopomaps;tourism:alpine_hut
node/274090063,42.6988661 24.8272256,ele:1103;name:х.Балкански рози;source:bgtopomaps;tourism:alpine_hut
node/274090065,41.6497363 24.5339131,ele:1675;name:х.Ледницата;source:bgtopomaps;tourism:alpine_hut
node/274090072,41.6697823 23.3940983,ele:1237;email:contact@hutyanesandanski.com;name:х.Яне Сандански;name:cs:chata Jane Sandanski;name:en:Yane Sandanski Hut;name:hu:Jane Szandanszki menedékház;name:mk:ПД Јане Сандански;phone:+359 896 766 174;source:bgtopomaps;tourism:alpine_hut;website:https://hutyanesandanski.com/
node/274090084,42.7595831 24.1570237,ele:1390;name:х.Извора-частна;source:bgtopomaps;tourism:alpine_hut
node/274090087,42.7450785 24.1945822,ele:1342;name:х.Паскал;source:bgtopomaps;tourism:alpine_hut
node/274090102,41.8284329 24.6096994,ele:1640;facebook:https://www.facebook.com/hijakabata/;name:Хижа Кабата;phone:+359988983252;source:bgtopomaps;tourism:alpine_hut;wikidata:Q25486484;wikipedia:bg:Кабата (хижа)
node/274090105,42.606364 24.447543,ele:1419;name:хижа Богдан;source:bgtopomaps;tourism:alpine_hut;wikipedia:bg:Богдан (хижа)
node/274090115,41.832067 24.771967,ele:1613;name:х. Пашалийца;source:bgtopomaps;tourism:alpine_hut
node/274090117,41.9860286 24.6950104,ele:1335;name:хижа Чернатица;source:bgtopomaps;tourism:alpine_hut;wikidata:Q89689874
node/274090121,42.052614 23.5345816,ele:1746;name:хижа Семково;source:bgtopomaps;tourism:alpine_hut;wikidata:Q12293557;wikipedia:bg:Семково (хижа)
node/274090123,42.2284016 23.3629637,charge:15 BGN;ele:1466;fee:yes;internet_access:no;name:х.Вада;name:en:Vada;payment:cash:yes;payment:coins:yes;source:bgtopomaps;tourism:alpine_hut;wikidata:Q89690586
node/274090124,42.7386186 25.424934,ele:1401;name:х.Бедек;source:bgtopomaps;tourism:alpine_hut
node/274090126,42.7663304 24.1461199,ele:1482;name:х.Свещиплаз;source:bgtopomaps;tourism:alpine_hut
node/274090128,42.7819717 24.3452367,ele:1544;name:х.Бенковски;source:bgtopomaps;tourism:alpine_hut
node/274090129,42.1123741 23.49392,beds:120;ele:2237;name:хижа Рибни езера;name:en:Ribni Ezera;name:hu:Ribni ezera menedékház;source:bgtopomaps;tourism:alpine_hut;wikidata:Q12292354;wikipedia:bg:Рибни езера (хижа)
node/274090131,42.8062511 24.5251719,ele:907;name:х.Хайдушка песен;source:bgtopomaps;tourism:alpine_hut
node/274090135,43.428481 22.717584,ele:812;name:х.Миджур;source:bgtopomaps;tourism:alpine_hut
