ext_id,coordinates,tags
305035205,59.3105387 24.4372768,addr:city:Keila;addr:housenumber:2C;addr:postcode:76603;addr:street:Ülejõe tee;amenity:fuel;brand:Alexela;check_date:2023-05-13;fuel:adblue:yes;fuel:cng:yes;fuel:diesel:yes;fuel:lpg:yes;fuel:octane_95:yes;fuel:octane_98:yes;name:Alexela;opening_hours:24/7;operator:Alexela
307999671,58.3831629 25.5774437,amenity:fountain
310169476,58.9355052 22.2193079,name:Mägipä telkimisala;name:en:Mägipä campsite;name:ru:Мягипеское место для установки палаток;tourism:picnic_site;website:https://www.loodusegakoos.ee/where-to-go/recreation-areas/hiiumaa-recreation-area/magipa-campsite
310343654,59.4348694 24.7371474,tourism:viewpoint
314941007,59.4376011 24.7564138,amenity:bank;brand:SEB;brand:wikidata:Q975655;brand:wikipedia:en:SEB Group;name:SEB
314941097,59.4383184 24.756502,addr:housenumber:5;addr:street:Hobujaama;alt_name:Apollo Kino Coca-Cola Plaza;amenity:cinema;check_date:2023-09-14;name:Apollo Kino;website:https://www.apollokino.ee;wheelchair:yes
314941336,59.4376617 24.7578855,amenity:bank;brand:Swedbank;brand:wikidata:Q1145493;brand:wikipedia:en:Swedbank;name:Swedbank;name:en:Swedbank;name:et:Swedbank;operator:Swedbank Eesti AS
316397141,58.2304692 26.1306778,amenity:shelter;fireplace:yes;name:Trepimäe rand;tourism:picnic_site
316723223,58.3731206 25.6158902,name:Peetrimõisa Villa;tourism:hotel
317338213,58.053355 27.0472752,addr:city:Põlva;addr:housenumber:5;addr:street:Uus;name:Pesa;tourism:hotel
317338217,58.0518124 27.0509649,leisure:sports_centre;name:Mesikäpa Hall;sport:multi
317453366,58.0526629 27.054322,amenity:arts_centre;name:Põlva Kultuurikeskus
317453930,58.0536596 27.0533316,amenity:library;name:Põlva Keskraamatukogu
319798637,58.0513833 27.0569978,amenity:courthouse
322789870,58.1090747 25.5674963,amenity:fuel
322817328,58.362036 26.7020655,height:186;man_made:tower;name:Tartu telemast;name:en:Tartu TV tower;tower:type:communication
323377885,58.3282986 26.6423132,amenity:fuel;compressed_air:yes;name:Olerex
323712718,59.260133 25.4912519,access:yes;backcountry:yes;bbq:yes;capacity:persons:16;capacity:tents:4;caravans:no;covered:yes;drinking_water:no;fee:no;fireplace:yes;name:Krani lõkkekoht;openfire:yes;opening_hours:24/7;operator:RMK;picnic_table:no;shower:no;tents:yes;toilets:yes;tourism:camp_site;website:https://loodusegakoos.ee/kuhuminna/puhkealad/aegviidu-korvemaa-puhkeala/1547
330042812,58.378935 26.7158845,name:Kuradisild;name:en:Devil's Bridge;name:ru:Чёртов мост;tourism:attraction
331446520,58.3796215 26.7176315,name:Inglisild;name:en:Angel's Bridge;name:ru:Ангельский мост;tourism:attraction;wheelchair:yes
333238656,58.3812784 26.7186567,alt_name:Gustav II Adolfi monument;historic:memorial;material:bronze;memorial:statue;name:Gustav II Adolf;name:en:Statue of Gustav II Adolf;name:ru:Густав II Адольф;name:uk:Густав II Адольф;subject:wikidata:Q52938;subject:wikipedia:et:Gustav II Adolf;wheelchair:yes;wikidata:Q12363160;wikipedia:et:Gustav II Adolfi monument
333238657,58.3808964 26.7159127,alt_name:ru:Карл Максимович Бэр;historic:memorial;memorial:statue;name:Karl Ernst von Baer;name:ru:Карл Эрнст фон Бэр;wikidata:Q12366397
334473547,58.3764431 26.7222057,amenity:fountain;historic:monument;name:Juri Lotman
334474773,58.3796416 26.7341815,amenity:theatre;name:Sadamateater;wheelchair:limited
340168848,58.5328356 25.4671412,"alt_name:Suure-Jaani Vabadussõja mälestussammas Lembit;historic:memorial;inscription:EESTIMAA, SU MEHEMEEL,/POLE MITTE SURNUD VEEL! NENDE MURE MULJUTUSED,/NENDE PIINA PIGISTUSED,/ KOSTKU MEILE KUSTUMATA! EESTI/ VABADUSE EEST VÕITLEJAILE,/ KANGELASTELE,/ SUURE-JAANI KIHELKOND;material:stone;memorial:war_memorial;memorial:conflict:Estonian_War_of_Independence;memorial:conflict:wikidata:Q1127302;name:Suure-Jaani Vabadussõja mälestussammas;website:https://register.muinas.ee/public.php?menuID=monument&action=view&id=27181;wikidata:Q21707802;wikipedia:et:Suure-Jaani Vabadussõja mälestussammas"
341971671,59.4205631 24.7561808,man_made:tower
341971673,59.419898 24.7572513,man_made:tower
341971676,59.4206481 24.7603222,man_made:tower;tower:type:watchtower
341971678,59.4219231 24.7601038,man_made:tower
345729307,58.3459456 25.6215685,alt_name:Johan Laidoneri mälestussammas;historic:memorial;inscription:Siin kohal asus Raba talu elumaja kus sündis kindral Johan Laidoner 12.veebruaril 1884.a;material:stone;memorial:war_memorial;memorial:conflict:Estonian_War_of_Independence;memorial:conflict:wikidata:Q1127302;name:Johan Laidoneri sünnikoht;subject:wikidata:Q433818;subject:wikipedia:et:Johan Laidoner;tourism:attraction;website:https://register.muinas.ee/public.php?menuID=monument&action=view&id=8457;wikidata:Q50384337;wikipedia:et:Johan Laidoneri mälestussammas
349038633,58.9969573 22.7520647,amenity:courthouse;source:Maa-amet
349038637,58.9972287 22.7474179,amenity:bank;atm:yes;brand:SEB;brand:wikidata:Q975655;name:SEB;source:Maa-amet
349038643,58.9984443 22.7473904,amenity:bank;brand:SEB;brand:wikidata:Q975655;brand:wikipedia:en:SEB Group;name:SEB;source:Maa-amet
349038890,58.9979731 22.7453609,addr:city:Kärdla;addr:housenumber:18;addr:postcode:92413;addr:street:Rookopli;amenity:library;internet_access:yes;name:Kärdla Linnaraamatukogu;name:en:Kärdla City Library;source:Maa-amet;website:https://raamatukogu.hiiumaa.ee/
352268790,58.1422917 26.24697,historic:memorial;inscription:Wabadusesõjas langenud kangelasi mälestab Rõngu kihelkond;material:stone;memorial:war_memorial;memorial:conflict:Estonian_War_of_Independence;memorial:conflict:wikidata:Q1127302;name:Rõngu Vabadussõja mälestussammas;website:https://register.muinas.ee/public.php?menuID=monument&action=view&id=27172;wikidata:Q14955650;wikipedia:et:Rõngu Eesti Vabadussõjas langenute mälestussammas
358908987,58.5391498 25.4698028,amenity:kindergarten;name:Suure-Jaani Lasteaed Sipsik
358974150,58.4569915 25.1530952,fireplace:yes;name:RMK Mulgi heinamaa lõkkekoht;tourism:picnic_site;website:https://www.loodusegakoos.ee/kuhuminna/rahvuspargid/soomaa-rahvuspark/1276
359387039,58.5373697 25.4761069,man_made:tower
359864154,59.3515881 26.3593679,amenity:fountain
373371337,59.4427031 24.7675209,addr:city:Tallinn;addr:housenumber:23;addr:postcode:10120;addr:street:Uus-Sadama;email:info.seaport@hestiahotels.com;internet_access:wlan;is_in:Tallinn;name:Hestia Hotel Seaport;phone:+3726676600;ref:http://www.portus.ee/;tourism:hotel;website:https://hestiahotels.com/
380275709,58.3873897 24.3704814,toilets:wheelchair:no;tourism:camp_site;wheelchair:no
384257730,58.4565413 24.9935875,fireplace:yes;name:RMK Meiekose Saarte lõkkekoht;tourism:picnic_site
384257731,58.455696 24.9955659,access:yes;fireplace:yes;name:Meiekose tamme metsaonn;operator:RMK;tourism:picnic_site
384301721,58.3662524 25.0618374,access:yes;fee:no;name:RMK Läti lõkkekoht;tourism:picnic_site;website:https://www.loodusegakoos.ee/kuhuminna/rahvuspargid/soomaa-rahvuspark/1284
385240013,59.1874338 26.1875097,name:Porkuni Lademe Tüüppaljand;tourism:attraction
388188288,58.378893 26.723027,historic:memorial;material:bronze;memorial:bust;name:Barclay de Tolly;name:ru:Барклай де Толли;start_date:1848;subject:wikidata:Q157632;subject:wikipedia:et:Michael Andreas Barclay de Tolly;wheelchair:yes;wikidata:Q14325491;wikipedia:et:Barclay de Tolly monument
389836629,59.575491 25.5664002,height:24;man_made:tower;observation:landscape;tourism:viewpoint;tower:type:observation
389837118,59.5830824 25.5758592,addr:postcode:74810;addr:street:Leesi — Hara;description:The third largest boulder in Estonia.;description:ee:Suuruselt kolmas rändrahn Eestis.;height:7;name:Majakivi;name:de:Findling;name:en:Majakivi boulder;name:lv:Majakivi jeb Mājas akmens;name:ru:Камень Маякиви («камень с дом»);natural:stone;opening_hours:24/7;tourism:attraction;width:15;wikidata:Q12369546;wikipedia:et:Majakivi
390824711,59.4147655 24.7384916,addr:housenumber:6;addr:street:Tondi;amenity:fuel;brand:Olerex;brand:wikidata:Q16931205;check_date:2023-09-21;compressed_air:no;fuel:diesel:yes;fuel:e10:yes;fuel:octane_95:yes;fuel:octane_98:yes;name:Olerex;opening_hours:24/7;operator:Olerex;payment:cash:yes;payment:visa:yes;wheelchair:yes
391614858,58.3890964 26.5591926,addr:housenumber:15;addr:postcode:61401;addr:street:Järve tee;contact:facebook:ilmatsalumotel;email:info@ilmatsalumotell.ee;name:Ilmatsalu;name:en:Ilmatsalu Motel;name:et:Ilmatsalu Motell;phone:+372 514 6447;tourism:motel;website:http://www.ilmatsalumotell.ee
391640678,58.408154 26.0537354,addr:street:Vaibla tee;email:info@vaiblauhkekeskus.ee;name:Vaibla Puhkekeskus;phone:+3725017337;tourism:camp_site;website:https://www.vaiblapuhkekeskus.ee/
392731331,58.6636191 25.9690447,amenity:fuel;name:Krooning;phone:+372 7752716
392792305,58.6636026 25.9732627,amenity:kindergarten
392792306,58.6559701 25.973008,leisure:sports_centre;name:Felixhall
392792320,58.6535953 25.9783835,amenity:bank;atm:yes;brand:SEB;brand:wikidata:Q975655;brand:wikipedia:en:SEB Group;drive_through:no;name:SEB
392920588,58.850146 26.2799219,name:Peace house (FIX);tourism:attraction
393824055,58.6636858 25.9891596,amenity:fuel;check_date:2024-01-06;name:Olerex;opening_hours:24/7;payment:cash:yes;payment:contactless:yes;payment:credit_cards:yes;payment:debit_cards:yes;wheelchair:yes
395487686,58.3965612 26.5370513,man_made:tower;tourism:viewpoint
395511186,58.7431242 26.3868366,amenity:fuel;name:Alexela;opening_hours:24/7
401803873,59.1113791 26.2371608,amenity:fuel;name:Kaarma
401913487,58.4712635 26.3603005,"amenity:fuel;brand:Alexela;brand:wikidata:Q20529782;check_date:2024-01-06;name:Alexela;opening_hours:Mo-Su,PH 00:00-22:59;payment:cash:yes;payment:contactless:yes;payment:credit_cards:yes;payment:debit_cards:yes;wheelchair:yes"
401913533,58.6631453 25.9908187,amenity:fuel;operator:Alexela
401950007,58.6942049 25.9075571,name:Mandri-Eesti keskpunkt;tourism:attraction;wheelchair:yes
401950049,58.908724 25.6186676,addr:city:Mäo küla;addr:village:Mäo;amenity:fuel;fuel:diesel:yes;fuel:octane_95:yes;name:Premium 7;operator:Sevenoil EST OÜ;self_service:yes
415478607,58.0971958 26.6780965,height:347;man_made:tower;name:Valgjärve raadio- ja telemast;name:en:Valgjärve TV tower;tower:type:communication
415514632,58.0488522 26.5155133,man_made:tower;name:Tehvandi K90;piste:type:ski_jumping;source:survey;sport:skiing
415514669,58.0647941 26.5105089,amenity:fuel;name:Techne tankla;opening_hours:Mo-Su 07:30-19:00
415514748,58.0557862 26.4871661,name:Nuustaku Villa;tourism:hotel
415514749,58.0531648 26.4939642,leisure:sports_centre;name:Otepää Spordihoone
415514751,58.0546025 26.5032554,name:Karupesa Hotell;tourism:hotel
415514771,58.0531155 26.4728034,name:Hundu;tourism:motel
417980923,59.3804034 28.1773322,amenity:fuel;brand:Circle K;brand:wikidata:Q3268010;brand:wikipedia:en:Circle K;fuel:diesel:yes;fuel:octane_95:yes;fuel:octane_98:yes;name:Circle K
418075552,58.7389718 26.3667389,addr:city:Õuna küla;addr:housename:Eksari;amenity:fuel;fuel:diesel:yes;fuel:octane_95:yes;fuel:octane_98:yes;fuel:taxfree_diesel:yes;name:Eksar Transoil Masti tankla;phone:+372 7762665;website:https://eksar.ee/eksar-transoil-tanklad/
418083509,58.1357552 26.5547236,amenity:theatre;name:Leigo;source:survey+extrapolation;website:https://www.leigo.ee/
418439423,58.2277729 26.4028685,name:Varevi Motell;tourism:motel
420537974,58.9538152 23.5317262,name:Baltic Hotel Promenaadi;tourism:hotel
423187549,57.9172949 26.5782112,tourism:picnic_site
423187550,57.9172533 26.5766911,denotation:natural_monument;description:en:Oldest oak in Estonia;description:et:Vanim tamm Eestis;image:https://en.wikipedia.org/wiki/Tamme-Lauri_oak#/media/File:Tamme-Lauri_tamm_suvep%C3%A4eval.jpg;leaf_cycle:deciduous;leaf_type:broadleaved;name:Tamme-Lauri tamm;name:et:Tamme-Lauri tamm;name:vro:Tammõ-Lauri tamm;natural:tree;taxon:genus:Quercus;taxon:genus:en:Oak;taxon:genus:et:Tamm;tourism:attraction;wikidata:Q3736402;wikipedia:en:Tamme-Lauri oak
423187596,57.9433489 26.5720405,tourism:picnic_site
429513341,58.1900137 26.1946465,historic:ruins;name:Valguta mõisa viinakoda ja õllevabrik
429556334,58.2117638 26.1100205,fee:yes;name:Võtsjärve järvemuuseum;opening_hours:Tu-Fr 10:00-17:00; Sa 11:00-17:00;tourism:museum
429556438,58.1416047 26.2484764,amenity:public_building;name:Rõngu vallavalitsus
429556440,58.1542172 26.2269003,historic:ruins;name:Rõngu Lossimäe varemed
429556471,58.2241931 26.1312659,name:Vehendi motell;tourism:motel
429556491,58.205844 26.2071729,man_made:tower
429556492,58.1908686 26.2072868,historic:monument;name:Ernst Enno sünnikoht
429556498,58.1851469 26.3497319,man_made:windmill;name:Varemetes
429730074,58.2236018 26.416605,addr:city:Elva;addr:housenumber:30;addr:postcode:61507;addr:street:Kesk;amenity:community_centre;name:Elva Kultuurikeskus;source:www.elvakultuur.ee
429733779,58.1930212 26.430379,fireplace:yes;name:Umbjärve lõkkekoht;operator:RMK;tourism:picnic_site
429733801,58.1378718 26.2621022,communication:television:yes;man_made:tower;name:Rõngu teletorn;tower:type:communication
437961364,58.5826028 23.1734569,historic:monument;name:Muhu maalinn
443051968,57.9649448 24.4055132,bbq:yes;drinking_water:yes;name:Lemme telkimisala;openfire:yes;operator:RMK;shower:yes;tents:yes;toilets:yes;tourism:camp_site;website:https://www.loodusegakoos.ee/kuhuminna/puhkealad/parnumaa-puhkeala/1506
443102729,59.4368361 24.7894804,alt_name:Noortepargi kivi;name:Lastepargi kivi;name:et:Lastepargi kivi;name:fi:Lastenpuiston kivi;natural:rock;source:survey;tourism:attraction;website:https://register.keskkonnaportaal.ee/register/protected-nature-object/7381122;wheelchair:yes;wikidata:Q25516670;wikipedia:et:Noortepargi kivi
444250213,58.379696 26.7116802,historic:memorial;memorial:bust;name:Alexander Schmidt 1831-1894;name:ru:Александр Александрович Шмидт;subject:wikidata:Q1610524;subject:wikipedia:et:Alexander Schmidt;wikidata:Q16412792;wikipedia:et:Alexander Schmidti monument
445538968,58.5973863 23.0786966,man_made:windmill
445565971,58.3719241 22.6721055,tourism:hotel
445601653,58.2568414 22.485585,name:Arabella;tourism:hotel
445601661,58.2555266 22.4835294,name:Hotell Repo;tourism:hotel
445749711,58.2393478 22.7128193,man_made:windmill;note:no wings
445815494,58.5966897 23.0785711,historic:monument;name:Juhan Smuul;subject:wikidata:Q1711542;tourism:artwork;wikidata:Q12365510
448110392,58.2041583 26.4324345,backcountry:yes;bbq:yes;capacity:persons:120;capacity:tents:30;name:Illi telkimisala;openfire:yes;operator:RMK;shower:no;tents:yes;toilets:yes;tourism:camp_site;website:https://loodusegakoos.ee/kuhuminna/puhkealad/tartu-jogeva-puhkeala/illi-telkimisala
448110566,58.2067152 26.4234897,leisure:sports_centre;name:Elva lasketiir;sport:shooting
448280722,58.1105315 27.0460898,name:Emaläte;tourism:attraction
448280726,58.1097108 27.0465483,name:Neitsikoobas;tourism:attraction
448280731,57.93463 27.343807,backcountry:yes;bbq:yes;capacity:persons:40;capacity:tents:10;name:Mustjärve lõkkekoht;openfire:yes;operator:RMK;shelter:yes;shower:no;tents:yes;toilets:yes;tourism:camp_site;website:https://loodusegakoos.ee/kuhuminna/puhkealad/rapina-varska-puhkeala/1380
448285317,58.107823 27.04991,name:Suur Taevaskoda;tourism:picnic_site
448285318,58.105035 27.0385708,name:Taevaskoja Salamaa puhkemaja;tourism:motel
448285368,58.251878 26.466158,fireplace:yes;name:Vapramäe lõkkeplats;tourism:picnic_site
448614603,58.3586493 26.6768832,amenity:bank;atm:yes;description:Lõunakeskus sissepääsu kõrval HAN00074;level:0;opening_hours:Mo-Fr 10:00-19:00; Sa 10:00-18:00;operator:Swedbank;phone:+372 6310310;source:http://w.hansa.ee/est/kontakt_atm_atm_13.html;website:https://www.swedbank.ee/
449110199,58.5758213 23.037122,historic:ruins;name:Maasilinnn
449157912,58.5747646 23.2704382,name:Prehistoric burial site;tourism:attraction
449578514,58.5190863 23.0291602,name:Tohvri puhkemaja;tents:yes;tourism:camp_site
451103955,58.3194269 26.9169675,name:Sacred grove;tourism:attraction
452063020,58.161206 22.5045362,man_made:windmill;name:Abruka tuulik
452984616,59.3400328 26.3553823,artist:wikidata:Q16407864;artist:wikipedia:et:Roman Haavamägi;artist_name:Roman Haavamägi;historic:memorial;memorial:bust;name:Juhan Kunderi monument;subject:wikidata:Q12365486;subject:wikipedia:et:Juhan Kunder;wikidata:Q20530748;wikipedia:et:Juhan Kunderi mälestussammas
452990547,59.3450737 26.3611766,alt_name:Vabadussõja monument;historic:memorial;inscription:1918-1920 WABADUSSÕJAS LANGENUILE;material:stone;memorial:war_memorial;memorial:conflict:Estonian_War_of_Independence;memorial:conflict:wikidata:Q1127302;name:Rakvere Vabadussõja mälestussammas;name:en:Estonian War of Independence memorial;website:https://register.muinas.ee/public.php?menuID=monument&action=view&id=27126;wikidata:Q20529102;wikipedia:et:Rakvere Vabadussõja mälestussammas
457324228,58.0287295 26.9168503,name:Varbuse muusikamõis;tourism:attraction
459399192,59.0918561 22.5841872,historic:monument;name:Estonia;source:Maa amet WMS 2009;wikidata:Q65258869;wikipedia:et:Estonia mälestusmärk Tahkunas
463188654,59.4352781 24.7323581,addr:city:Tallinn;addr:housenumber:27;addr:postcode:10149;addr:street:Toompuiestee;alt_name:Hotell Tallinn;Meriton Grand Hotel Tallinn;brand:Park Inn;brand:wikidata:Q60711675;name:Park Inn by Radisson Meriton Conference & Spa Hotel Tallinn;phone:+372 62 88 100;stars:4;tourism:hotel;website:https://www.parkinn.com/hotel-meriton-tallinn/
464421997,59.3882701 24.2376797,man_made:tower;name:Tornimäe torn
469129491,58.4525749 25.168435,access:yes;fee:no;fireplace:yes;name:Kuuraniidu;operator:RMK;tourism:camp_site
469134180,58.5495011 25.5136091,backcountry:yes;bbq:yes;capacity:persons:40;capacity:tents:10;name:Lõhavere lõkkekohad;openfire:yes;operator:RMK;shower:no;tents:yes;toilets:yes;tourism:camp_site;website:https://www.loodusegakoos.ee/kuhuminna/puhkealad/sakala-puhkeala/1535
469134196,58.5498047 25.5151899,historic:archaeological_site;name:Lõhavere linnamägi;tourism:attraction
469154847,58.0163383 25.8800369,name:Helme Ohvriallikas;tourism:attraction
469168346,58.0169186 25.879416,historic:ruins;name:Helme Ordulinnuse varemed
469168348,58.4641673 25.2002048,access:yes;fireplace:yes;name:RMK Oksa lõkkekoht;tourism:picnic_site
469168349,58.4650281 25.2023941,fireplace:yes;tourism:picnic_site
471562115,57.774309 26.0193603,addr:city:Valka;addr:country:LV;addr:district:Valkas novads;addr:housenumber:22;addr:postcode:LV-4701;addr:street:Rīgas iela;amenity:library;name:Valka library;ref:LV:addr:101186322
