ext_id,coordinates,tags
node/984722069,47.1821266 9.5415221,"bus:yes;ele:754;highway:bus_stop;name:Planken Vorderplanken;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Planken, Vorderplanken;uic_ref:8574362"
node/984722074,47.1709444 9.5224266,"bus:yes;departures_board:timetable;ele:502;highway:bus_stop;name:Schaan Kinderheim;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:no;uic_name:Schaan, Kinderheim;uic_ref:8574361"
node/984722102,47.2243355 9.5445002,"bench:yes;bicycle_parking:yes;bin:yes;bus:yes;ele:454;highway:bus_stop;name:Mauren Auf Berg;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Mauren FL, Auf Berg;uic_ref:8574378"
node/984722120,47.2222087 9.5475333,"bench:no;bin:yes;bus:yes;ele:454;highway:bus_stop;lit:no;name:Mauren Krummenacker;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Mauren FL, Krummenacker;uic_ref:8574377"
node/984722140,47.2289808 9.5383909,"bus:yes;ele:575;highway:bus_stop;name:Schellenberg Widum;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schellenberg, Widum;uic_ref:8574375"
node/984722211,47.2354024 9.5259652,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:433;highway:bus_stop;name:Ruggell Oberwiler;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:yes;uic_name:Ruggell, Oberwiler;uic_ref:8574371;wheelchair:yes"
node/984722223,47.2361283 9.5209585,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:433;highway:bus_stop;name:Ruggell Kreuzstrasse;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Ruggell, Kreuzstrasse;uic_ref:8574370"
node/984722249,47.1312814 9.5223531,"bench:yes;bin:yes;bus:yes;departures_board:realtime;ele:504;highway:bus_stop;lit:yes;name:Vaduz Au;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;passenger_information_display:yes;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:yes;uic_name:Vaduz, Au;uic_ref:8574393;wheelchair:yes"
node/984722255,47.2209205 9.5147111,"bus:yes;ele:421;highway:bus_stop;name:Gamprin Bühl;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Gamprin, Bühl;uic_ref:8574382"
node/984722273,47.2286663 9.5481527,"ele:626;highway:bus_stop;name:Schellenberg Egerta;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schellenberg, Egerta;uic_ref:8574379"
node/984722295,47.2222785 9.5179667,"bus:yes;ele:441;highway:bus_stop;name:Gamprin Waldeck;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Gamprin, Waldeck;uic_ref:8580206"
node/984722304,47.1163763 9.530962,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:463;highway:bus_stop;lit:yes;name:Triesen Matschils;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:yes;uic_name:Triesen, Matschils;uic_ref:8574419"
node/984722320,47.1137274 9.5445994,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:847;highway:bus_stop;lit:yes;name:Triesenberg Rütelti;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:yes;uic_name:Triesenberg, Rütelti;uic_ref:8574421"
node/984722344,47.1264141 9.5258947,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:460;highway:bus_stop;lit:yes;name:Vaduz Schwefel;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:yes;uic_name:Vaduz, Schwefel;uic_ref:8574417;wheelchair:yes"
node/984722377,47.1216166 9.5290741,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:463;highway:bus_stop;lit:yes;name:Triesen Meierhof;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Triesen, Meierhof;uic_ref:8574418"
node/984722797,47.1125765 9.5760332,"bench:no;bin:yes;bus:yes;departures_board:timetable;ele:1306;highway:bus_stop;kerb:no;name:Steg Hotel;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:no;uic_name:Steg FL, Hotel;uic_ref:8509628"
node/984722820,47.1700255 9.5153478,"bus:yes;ele:460;highway:bus_stop;name:Schaan Bierkeller;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schaan, Bierkeller;uic_ref:8574341"
node/984722829,47.1719597 9.5189489,"bus:yes;ele:469;highway:bus_stop;name:Schaan Im Besch;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schaan, Im Besch;uic_ref:8574342"
node/984722850,47.1994082 9.5439288,"bus:yes;departures_board:timetable;ele:452;highway:bus_stop;name:Nendeln Clunia;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;old_name:Nendeln Sebastianstrasse;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Nendeln, Clunia;uic_ref:8509621"
node/984722862,47.196043 9.541221,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:452;highway:bus_stop;name:Nendeln Tonwarenfabrik;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Nendeln, Tonwarenfabrik;uic_ref:8574344"
node/984722872,47.1866207 9.5458245,"bus:yes;ele:790;name:Planken Saroja;operator:LIEmobil;public_transport:stop_position;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Planken, Saroja;uic_ref:8509622"
node/984722890,47.2412177 9.5249261,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:433;highway:bus_stop;name:Ruggell Rathaus;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:yes;uic_name:Ruggell, Rathaus;uic_ref:8509623;wheelchair:yes"
node/984722895,47.2161336 9.537526,"ele:454;highway:bus_stop;name:Mauren Wegacker;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Mauren FL, Wegacker;uic_ref:8574348"
node/984722911,47.217244 9.5390046,"ele:454;highway:bus_stop;name:Mauren Freiendorf;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Mauren FL, Freiendorf;uic_ref:8574349;wheelchair:limited"
node/984722942,47.2118533 9.5518055,"bench:yes;bin:yes;bus:yes;ele:456;highway:bus_stop;lit:no;name:Schaanwald Industrie;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schaanwald, Industrie;uic_ref:8574351;wheelchair:yes"
node/984722957,47.1101844 9.5964232,"bench:yes;bin:no;bus:yes;departures_board:timetable;ele:1449;highway:bus_stop;kerb:yes;name:Malbun Jugendhaus;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;old_name:Malbun Jugendheim;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:no;uic_name:Malbun, Jugendhaus;uic_ref:8509616"
node/984722964,47.1325243 9.5429267,"bus:yes;departures_board:timetable;ele:1234;highway:bus_stop;name:Masescha Kapelle;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;old_name:Triesenberg, Masescha Kapelle;operator:LIEmobil;public_transport:platform;uic_name:Masescha, Kapelle;uic_ref:8509618"
node/984722980,47.2089045 9.5549827,"bench:yes;bin:yes;ele:456;highway:bus_stop;lit:no;name:Schaanwald Waldstrasse;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schaanwald, Waldstrasse;uic_ref:8574352"
node/984724312,47.1331637 9.5126706,"ele:504;highway:bus_stop;name:Vaduz Alte Rheinbrücke;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Vaduz, Alte Rheinbrücke;uic_ref:8581821"
node/984724356,47.1639531 9.5123863,"bus:yes;departures_board:timetable;ele:476;highway:bus_stop;name:Rossfeld/Obergass;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:no;uic_name:Schaan, Rossfeld/Obergass;uic_ref:8582437"
node/984724412,47.2426892 9.5296964,"bus:yes;ele:433;highway:bus_stop;name:Ruggell Noflerstrasse;operator:LIEmobil;public_transport:platform;shelter:no;uic_name:Ruggell, Noflerstrasse;uic_ref:8582415"
node/984724431,47.2499469 9.5586206,"bus:yes;ele:435;highway:bus_stop;name:Ruggell Zollamt;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Ruggell, Zollamt;uic_ref:8582567"
node/984724667,47.0697653 9.5007298,"bus:yes;ele:474;highway:bus_stop;name:Balzers Gagoz;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Balzers, Gagoz;uic_ref:8582105"
node/984725135,47.1223447 9.5420133,"bus:yes;departures_board:timetable;ele:936;highway:bus_stop;name:Triesenberg Tristel;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Triesenberg, Tristel;uic_ref:8581001"
node/984725164,47.2295641 9.5436266,"ele:575;highway:bus_stop;name:Schellenberg Klenn;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schellenberg, Klenn;uic_ref:8581010"
node/984725174,47.2357994 9.5385891,"bus:yes;ele:433;highway:bus_stop;name:Ruggell Limsenegg;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Ruggell, Limsenegg;uic_ref:8581008"
node/984725176,47.2244056 9.5159316,"highway:bus_stop;name:Gamprin Unterbühl;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Gamprin, Unterbühl;uic_ref:8581005"
node/984725183,47.2311516 9.519635,"bench:yes;bin:yes;highway:bus_stop;name:Gamprin Abzw. Bädal-Schlatt;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Gamprin, Abzw. Badäl-Schlatt;uic_ref:8581006"
node/984725191,47.2283868 9.5177206,"bench:no;highway:bus_stop;name:Gamprin Simmasguet;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Gamprin, Simmasguet;uic_ref:8581004"
node/984725297,47.1275094 9.54167,"bench:no;bin:no;bus:yes;departures_board:timetable;ele:1028;highway:bus_stop;name:Triesenberg Balischguad;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:no;uic_name:Triesenberg, Balischguad;uic_ref:8581093"
node/984725305,47.2343305 9.5541295,"ele:626;highway:bus_stop;name:Schellenberg Hinterschloss;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schellenberg, Hinterschloss;uic_ref:8581012"
node/1086214425,47.1246839 9.6039388,name:Guschg;tourism:alpine_hut
node/1364751020,47.1478739 9.5575642,tourism:viewpoint
node/1378576488,47.1393151 9.5110011,"ele:504;highway:bus_stop;name:Vaduz Rheinparkstadion;operator:LIEmobil;public_transport:platform;uic_name:Vaduz, Rheinparkstadion;uic_ref:8581820;wheelchair:yes"
node/1378576491,47.1395844 9.5105086,"ele:504;highway:bus_stop;name:Vaduz Rheinparkstadion;operator:LIEmobil;public_transport:platform;uic_name:Vaduz, Rheinparkstadion;uic_ref:8581820;wheelchair:yes"
node/1378640348,47.2264522 9.5365391,"bus:yes;ele:575;highway:bus_stop;name:Schellenberg Eschner Rütte;public_transport:platform;uic_name:Schellenberg, Eschner Rütte;uic_ref:8574380"
node/1476397524,47.1140762 9.5453123,"bench:yes;bin:yes;bus:yes;ele:847;highway:bus_stop;lit:yes;name:Triesenberg Rütelti;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:yes;uic_name:Triesenberg, Rütelti;uic_ref:8574421"
node/1540720273,47.1027561 9.5255532,"bench:yes;bin:yes;bus:yes;ele:463;highway:bus_stop;name:Triesen Feldstrasse;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2015;uic_name:Triesen, Feldstrasse;uic_ref:8574426"
node/1540720283,47.1049213 9.5324354,"bus:yes;ele:463;highway:bus_stop;name:Triesen Langgasse;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Triesen, Langgasse;uic_ref:8574428"
node/1540720303,47.1046501 9.5342743,"bus:yes;ele:463;highway:bus_stop;name:Triesen Poska;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2015;uic_name:Triesen, Poska;uic_ref:8574429"
node/1540720317,47.1220647 9.5288764,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:463;highway:bus_stop;lit:yes;name:Triesen Meierhof;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;händische Korrektur;uic_name:Triesen, Meierhof;uic_ref:8574418"
node/1540720325,47.1041779 9.5289187,"bus:yes;ele:466;highway:bus_stop;name:Triesen Vanetscha;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Triesen, Vanetscha;uic_ref:8574427"
node/1548056248,47.1054006 9.6049737,"bench:no;bus:yes;departures_board:timetable;ele:1553;highway:bus_stop;kerb:no;name:Malbun Bergbahnen;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;tactile_paving:no;uic_name:Malbun, Bergbahnen;uic_ref:8580229"
node/1548056249,47.1179396 9.5491885,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:1025;highway:bus_stop;kerb:raised;kerb:approach_aid:yes;name:Triesenberg Guferwald;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:yes;uic_name:Triesenberg, Guferwald;uic_ref:8574424"
node/1548056252,47.1008502 9.6104817,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:1605;highway:bus_stop;kerb:no;lit:yes;name:Malbun Zentrum;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:no;uic_name:Malbun, Zentrum;uic_ref:8581009;wheelchair:limited"
node/1548056255,47.1201815 9.5525085,"bench:no;bus:yes;departures_board:timetable;ele:1166;highway:bus_stop;kerb:no;name:Triesenberg Rizlina;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:no;uic_name:Triesenberg, Rizlina;uic_ref:8580228"
node/1548056259,47.1126716 9.5769855,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:1306;highway:bus_stop;kerb:no;name:Steg Hotel;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:Liemobil;public_transport:platform;shelter:yes;source:Korrektur nach Besuch vor Ort;Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:no;uic_name:Steg FL, Hotel;uic_ref:8509628"
node/1548056260,47.1137696 9.5719189,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:1275;highway:bus_stop;kerb:yes;name:Steg Tunnel;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:no;uic_name:Steg FL, Tunnel;uic_ref:8509627"
node/1548056262,47.114169 9.5490627,"bench:yes;bin:yes;bus:yes;covered:yes;departures_board:timetable;ele:980;highway:bus_stop;kerb:yes;lit:yes;name:Triesenberg Steinort;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:yes;uic_name:Triesenberg, Steinort;uic_ref:8574423"
node/1557375000,47.1718476 9.5089655,"bench:yes;bin:yes;bus:yes;departures_board:realtime;ele:452;highway:bus_stop;lit:yes;name:Schaan Ivoclar;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;passenger_information_display:yes;public_transport:platform;shelter:yes;tactile_paving:yes;uic_name:Schaan, Ivoclar;uic_ref:8580529;wheelchair:yes"
node/1562671756,47.1937766 9.5399853,"ele:452;highway:bus_stop;name:Nendeln Oberwiesen;operator:LIEmobil;public_transport:platform;shelter:yes;uic_name:Nendeln, Oberwiesen;uic_ref:8579679"
node/1562671765,47.1808731 9.5239309,"bench:yes;bin:yes;ele:452;highway:bus_stop;lit:yes;name:Schaan Hilti;operator:LIEmobil;public_transport:platform;shelter:yes;uic_name:Schaan, Hilti;uic_ref:8574343"
node/1562671775,47.1968749 9.5415224,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:452;highway:bus_stop;name:Nendeln Tonwarenfabrik;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Nendeln, Tonwarenfabrik;uic_ref:8574344"
node/1562712085,47.1759637 9.5086009,"bench:yes;bin:yes;bus:yes;departures_board:realtime;ele:452;highway:bus_stop;lit:yes;name:Schaan Hilcona;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;passenger_information_display:yes;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;tactile_paving:yes;uic_name:Schaan, Hilcona;uic_ref:8574364;wheelchair:yes"
node/1562795345,47.216177 9.5495091,"bench:yes;bin:yes;bus:yes;ele:454;highway:bus_stop;lit:no;name:Mauren Vogelparadies;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;old_name:Mauren Ziel;operator:LIEmobil;public_transport:platform;shelter:yes;uic_name:Mauren FL, Vogelparadies;uic_ref:8583075"
node/1563000542,47.232219 9.5165994,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:441;highway:bus_stop;name:Gamprin Badäl;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;uic_name:Gamprin, Badäl;uic_ref:8579675"
node/1563000547,47.2161748 9.5031679,"bin:yes;bus:yes;departures_board:timetable;ele:441;highway:bus_stop;name:Gamprin Grossabünt;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;tactile_paving:yes;uic_name:Gamprin, Grossabünt;uic_ref:8579676;wheelchair:yes"
node/1563000548,47.216651 9.5033317,"bin:yes;bus:yes;departures_board:timetable;ele:441;highway:bus_stop;name:Gamprin Grossabünt;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;tactile_paving:yes;uic_name:Gamprin, Grossabünt;uic_ref:8579676;wheelchair:yes"
node/1563000551,47.2260294 9.5109842,"bench:no;bus:yes;departures_board:timetable;ele:441;highway:bus_stop;name:Gamprin Jedergass;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:yes;tactile_paving:yes;uic_name:Gamprin, Jedergass;uic_ref:8579677"
node/1563000556,47.2220182 9.5052628,"bench:yes;bin:yes;bus:yes;departures_board:timetable;ele:441;highway:bus_stop;name:Gamprin Mühlegass;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;network:wikipedia:de:Verkehrsbetrieb LIECHTENSTEINmobil;operator:LIEmobil;public_transport:platform;shelter:yes;tactile_paving:yes;uic_name:Gamprin, Mühlegass;uic_ref:8581007"
node/1567993939,47.2410355 9.5600411,ele:698;highway:bus_stop;name:Hinterschellenberg;operator:LIEmobil;public_transport:platform;uic_name:Hinterschellenberg;uic_ref:8580207
node/1567993969,47.2377632 9.5585164,"bus:yes;ele:650;highway:bus_stop;name:Schellenberg Obergut;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schellenberg, Obergut;uic_ref:8581013"
node/1567993996,47.2162694 9.5076247,"ele:444;highway:bus_stop;name:Gamprin Stelzagass;operator:LIEmobil;public_transport:platform;shelter:yes;uic_name:Gamprin, Stelzagass;uic_ref:8583251"
node/1568239422,47.2225013 9.5479297,"bench:no;bin:yes;ele:454;highway:bus_stop;lit:no;name:Mauren Krummenacker;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Mauren FL, Krummenacker;uic_ref:8574377"
node/1703386379,47.2117034 9.5033752,amenity:place_of_worship;name:Lourdes Grotte;religion:christian
node/1725811456,47.0609938 9.4892678,amenity:kindergarten;name:Kindergarten Mariahilf
node/1727635598,47.0921366 9.5255072,tourism:picnic_site
node/1844762225,47.2111637 9.5079903,amenity:fuel;check_date:2023-05-11;operator:Avia
node/1887823668,47.1812807 9.521014,name:Forst Hilti;operator:ÖBB-Infrastruktur AG;public_transport:stop_position;railway:halt;railway:platform_height:38;railway:platform_length:75;railway:position:14.1;railway:position:exact:14.125;railway:ref:Nd H1;ref:1;train:yes;wikidata:Q1865867
node/1911099986,47.1569058 9.5061349,addr:city:Schaan;addr:country:LI;addr:housenumber:6;addr:postcode:9494;addr:street:Under Rüttigass;beds:110;email:schaan@youthhostel.ch;internet_access:wlan;internet_access:fee:no;name:Jugendherberge Schaan-Vaduz;opening_hours:Apr-Oct;phone:+42 3 232 50 22;rooms:22;smoking:no;toilets:wheelchair:yes;tourism:hostel;website:https://www.youthhostel.ch/schaan;wheelchair:yes;wheelchair:description:8 Zimmer sind hindernisfrei zugänglich und 22 Betten behindertengerecht.Der Rezeptionsbereich ist stufenlos erreichbar. Ein Treppenlift führt ins 1. Obergeschoss. Auf den Etagen befinden sich Total 2 behindertengerechte WC/Dusche.
node/2300267989,47.198502 9.5468734,tourism:artwork
node/2324387450,47.2005385 9.564178,tourism:viewpoint
node/2324387454,47.2133689 9.5736605,amenity:bbq;tourism:picnic_site
node/2580672247,47.1777493 9.5130696,"bench:yes;bin:yes;ele:444;highway:bus_stop;name:Schaan Industriestrasse;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schaan, Industriestrasse;uic_ref:8583503"
node/2580672251,47.1780617 9.5116692,"bench:yes;bin:yes;ele:444;highway:bus_stop;name:Schaan Industriestrasse;operator:LIEmobil;public_transport:platform;shelter:yes;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Schaan, Industriestrasse;uic_ref:8583503"
node/2580709317,47.2467677 9.5253248,"bus:yes;ele:433;highway:bus_stop;name:Ruggell Flandera;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2009;uic_name:Ruggell, Flandera;uic_ref:8583549"
node/2580709321,47.2487986 9.528097,"bench:no;bin:no;bus:yes;ele:433;highway:bus_stop;lit:yes;name:Ruggell Industriering;operator:LIEmobil;public_transport:platform;shelter:no;uic_name:Ruggell, Industriering;uic_ref:8583548"
node/3027299626,47.1465026 9.5474552,amenity:bench;backrest:yes;tourism:viewpoint
node/3393674076,47.1240929 9.5406258,bus:yes;name:Triesenberg Egga;public_transport:stop_position
node/3530176629,47.1177023 9.5262943,amenity:fountain;drinking_water:yes
node/3575437147,47.1482369 9.5250432,amenity:fountain
node/3577476435,47.2213369 9.515063,amenity:fountain
node/3685589516,47.1217238 9.52442,addr:city:Triesen;addr:country:LI;addr:housenumber:15;addr:postcode:9495;addr:street:Landstrasse;amenity:bank;atm:yes;name:VP Bank Servicezentrum Triesen
node/4125568707,47.192945 9.5516164,tourism:picnic_site
node/4213533598,47.1869004 9.5447483,tourism:viewpoint
node/4352699544,47.2209324 9.5505975,"ele:458;highway:bus_stop;name:Mauren Binza;operator:LIEmobil;public_transport:platform;uic_name:Mauren FL, Binza;uic_ref:8583677"
node/4352699546,47.2186323 9.5461281,"bench:no;bin:no;bus:yes;ele:454;highway:bus_stop;lit:no;name:Mauren Freihof;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;uic_name:Mauren FL, Freihof;uic_ref:8574350"
node/4355333397,47.1663845 9.5238719,caravans:no;club:scout;drinking_water:yes;group_only:yes;name:Lagerplatz Dux;openfire:yes;operator:Fürst Franz und Fürstin Gina Pfadfinder/innen Schaan / Planken;scout:yes;tents:yes;tourism:camp_site
